,track_uri,popularity,name,danceability,energy,speechiness,instrumentalness,tempo,sentiment,negative,positive,neutral,lyrics
Let's have a party
We'll all dance the hora
Gather 'round the table
We'll give you a treat
A Sivivon to play with and latkes to eat

And while we are playing
The candles are burning low
One for each night, they shed a sweet light
To remind us of days long ago
One for each night, they shed a sweet light
To remind us of days long ago
[Instrumental]

Oh Hanukkah, oh Hanukkah
Come light the menorah
Let's have a party
We'll all dance the hora
Gather 'round the table
We'll give you a treat
A Sivivon to play with and latkes to eat

And while we are playing
The candles are burning low
One for each night, they shed a sweet light
To remind us of days long ago
One for each night, they shed a sweet light
To remind us of days long agoEmbedShare URLCopyEmbedCopy"
9,0LFUSNvMSxhoF7RuKreZ6X,0,Dreidel,0.714,0.88,0.097,0.0,105.006,0.9572,0.052,0.1,0.848,"I feel like a spinning top or a dreidel
The spinning don't stop when you leave the cradle
You just slow down
Round and around the world you go
Spinning through the lives of the people you know
We all slow down

How you gonna keep on turnin' from day to day?
How you gonna keep from turnin' your life away?
No days you can borrow, no time you can buy
No trust in tomorrow, it's a lie

I feel like a spinning top or a dreidel
The spinning don't stop when you leave the cradle
You just slow down
Round and around the world you go
Spinning through the lives of the people you know
We all slow down

How you gonna keep on turnin' from day to day?
How you gonna keep from turnin' your life away?

And I feel like I'm dippin' and divin'
My sky shoes are spiked with lead heels
I'm lost in this star car I'm drivin'
But my air sole keeps pushin' big wheels
My world is a constant confusion
My mind is prepared to attack
My past, a persuasive illusion
I'm watchin' the future it's black

What do you know? You know just what you perceive
What can you show? Nothing of what you believe
And as you grow, each thread of life that you leave
Will spin around your deeds and dictate your needs
As you sell your soul and you sow your seeds
And you wound yourself and your loved one bleeds
And your habits grow, and your conscience feeds
On all that you thought you should be
I never thought this could happen to me

I feel like a spinning top or a dreidel
The spinnin' don't stop when you leave the cradle
You just slow down
Round and around this world you go
Spinnin' through the lives of the people you know
We all slow down

How you gonna keep on turning from day to day?
How you gonna keep from turning your life away?

I feel like a spinning top or a dreidel
The spinning don't stop when you leave the cradle
You just slow downEmbedShare URLCopyEmbedCopy"
10,5bq1SdKmY485brK19CDbyu,0,I Have A Little Dreidel,0.801,0.494,0.178,0.0,126.236,0.988,0.02,0.278,0.703,"Well
I have a little dreidel
I made it out of clay
And when it's dry and ready
Then, dreidel I shall play

Oh, dreidel, dreidel, dreidel
I made it out of clay
And when it's dry and ready
Then, dreidel I will play

It has a lovely body
With legs so short and thin
And when it gets all tired
It drops and I will win

Oh, dreidel, dreidel, dreidel
I made it out of clay
And when it's dry and ready
Then, dreidel I will play

My dreidel is so playful
It loves to dance and spin
A happy game of dreidel
Come play now, let's begin
Oh, dreidel, dreidel, dreidel
I made it out of clay
And when it's dry and ready
Then, dreidel I will playEmbedShare URLCopyEmbedCopy"
11,4ZAEJt3vdQazqbAVh4Z90l,38,Rock of Ages ,0.513,0.346,0.0276,0.00713,85.981,0.9296,0.103,0.136,0.761,"[Spoken Intro: Robert ""Mutt"" Lange]
Gunter glieben glauchen globen

[Intro]
Hm hm hm, tsk, tsk, tsk
All right, yeah
I got something to say
Yeah, it's better to burn out
Yeah, than fade away
All right
Ow
Gonna start a fire
C'mon

[Verse 1]
Rise up, gather round
Rock this place to the ground
Burn it up, let's go for broke
Watch the night go up in smoke

[Verse 2]
Rock on (Rock on)
Drive me crazier
No serenade, no fire brigade
Just the pyromania, come on
[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) Yes, I do
(Long live rock 'n' roll)

[Verse 3]
Oh, let's go let's strike a light
We're gonna blow like dynamite
I don't care if it takes all night
Gonna set this town alight, c'mon

[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) All right
(Long live rock 'n' roll) Oh, yeah, yeah

[Chorus]
Rock of ages, rock of ages
Still rollin', keep a-rollin'
Rock of ages, rock of ages
Still rollin', rock 'n' rollin'

[Bridge 1]
We got the power, got the glory
Just say you need it
And if you need it say yeah (Yeah!)
Oh, yeah, heh heh heh heh
Now listen to me
[Verse 4]
I'm burnin', burnin', I got the fever
I know for sure, there ain't no cure
So feel it, don't fight it, go with the flow
And gimme, gimme, gimme, gimme one more for the road, yeah

[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) You betcha
(Long live rock 'n' roll) Now hit it

[Guitar Solo]

[Chorus]
Rock of ages, rock of ages
Still rollin', keep a-rollin'
Rock of ages, rock of ages
Still rollin', rock 'n' rollin'

[Bridge 2]
We got the power, got the glory
Just say you need it
And if you need it say yeah (Yeah!)
Say yeah (Yeah!)

[Outro]
We're gonna burn this damn place down, woo-hoo
Down to the ground
Heh heh heh heh heh heh heh heh6EmbedShare URLCopyEmbedCopy"
12,0Q9wNCWAaoOF2s5TC8ppQn,38,Rock of Ages ,0.591,0.0993,0.0305,0.0,85.306,0.9296,0.103,0.136,0.761,"[Spoken Intro: Robert ""Mutt"" Lange]
Gunter glieben glauchen globen

[Intro]
Hm hm hm, tsk, tsk, tsk
All right, yeah
I got something to say
Yeah, it's better to burn out
Yeah, than fade away
All right
Ow
Gonna start a fire
C'mon

[Verse 1]
Rise up, gather round
Rock this place to the ground
Burn it up, let's go for broke
Watch the night go up in smoke

[Verse 2]
Rock on (Rock on)
Drive me crazier
No serenade, no fire brigade
Just the pyromania, come on
[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) Yes, I do
(Long live rock 'n' roll)

[Verse 3]
Oh, let's go let's strike a light
We're gonna blow like dynamite
I don't care if it takes all night
Gonna set this town alight, c'mon

[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) All right
(Long live rock 'n' roll) Oh, yeah, yeah

[Chorus]
Rock of ages, rock of ages
Still rollin', keep a-rollin'
Rock of ages, rock of ages
Still rollin', rock 'n' rollin'

[Bridge 1]
We got the power, got the glory
Just say you need it
And if you need it say yeah (Yeah!)
Oh, yeah, heh heh heh heh
Now listen to me
[Verse 4]
I'm burnin', burnin', I got the fever
I know for sure, there ain't no cure
So feel it, don't fight it, go with the flow
And gimme, gimme, gimme, gimme one more for the road, yeah

[Pre-Chorus]
(What do ya want?) What do ya want?
(I want rock 'n' roll) You betcha
(Long live rock 'n' roll) Now hit it

[Guitar Solo]

[Chorus]
Rock of ages, rock of ages
Still rollin', keep a-rollin'
Rock of ages, rock of ages
Still rollin', rock 'n' rollin'

[Bridge 2]
We got the power, got the glory
Just say you need it
And if you need it say yeah (Yeah!)
Say yeah (Yeah!)

[Outro]
We're gonna burn this damn place down, woo-hoo
Down to the ground
Heh heh heh heh heh heh heh heh6EmbedShare URLCopyEmbedCopy"
13,5RSnaJU1gEkCtyAgZIPjZD,38,Eight Candles ,0.615,0.599,0.0298,0.0695,95.001,0.9784,0.016,0.16,0.824,"Eight candles shine for the Maccabees
Eight candles shine for the Maccabees
Down from the mountains with Liberty's sword
They came like the flame of the Lord

Dance the horah
Light the menorah
This is the time of joy
The road to freedom we take today
With the Maccabees leading the way

Eight candles shine for the Maccabees
Eight candles shine for the Maccabees
The tyrant was routed with all of his men
And the temple made holy again

Dance the horah
Light the menorah
This is the time of joy
The road to freedom we take today
With the Maccabees leading the way

Eight candles shine for the Maccabees
Eight candles shine for the Maccabees
Hanukah's children will never forget
The glory that shines for us yet
Dance the horah
Light the menorah
This is the time of joy
The road to freedom we take today
With the Maccabees leading the wayEmbedShare URLCopyEmbedCopy"
14,5DmKmoHeq1hI9BFMXpj0iu,0,Hanukkah Blessings,0.77,0.692,0.0341,0.000176,131.972,0.9705,0.025,0.153,0.822,"How lucky are we that we
Have lights so that we can see
Although the day is done
What a miracle that a spark
Lifts these candles out of the dark
Every evening one by one
Until the end of Hanukkah
Of Hanukkah

With the jingle bells and the toys
And the TV shows and the noise
It’s easy to forget
At the end of the day
Our whole family will say
These words for Hanukkah:

Barukh Atah
Adonai Elohaynu Melekh h'olom
Asher kid'shanu b'mitzvotav v'tzivanu
L'hadlik nehr shel hannukah
We light the candles for Hanukkah
For Hanukkah

We remember how Maccabees
Fought so all of us could be free
And so we celebrate
On this festival of the lights
There’s a joyful time every night
Where we illuminate
The candles of Hanukkah
Of Hanukkah
Barukh atah adonai
Elohaynu Melekh ha’olom
She'asah neesim l’avotaynu
Bayamim hahem ba'zman hazeh
Hanukkah
HanukkahEmbedShare URLCopyEmbedCopy"
15,3qt6o8J9BpLRw5IJN5rvfX,38,Light One Candle,0.491,0.501,0.0275,0.0,143.681,0.988,0.116,0.175,0.709,"[Verse 1]
Light one candle for the Maccabee children
With thanks that their light didn't die
Light one candle for the pain they endured
When their right to exist was denied
Light one candle for the terrible sacrifice
Justice and freedom demand
But light one candle for the wisdom to know
When the peacemaker's time is at hand

[Chorus]
Don't let the light go out
It's lasted for so many years
Don't let the light go out
Let it shine through our love and our tears

[Verse 2]
Light one candle for the strength that we need
To never become our own foe
And light one candle for those who are suffering
Pain we learned so long ago
Light one candle for all we believe in
Let anger not tear us apart
And light one candle to bind us together
With peace as the song in our heart
[Chorus]
Don't let the light go out
It's lasted for so many years (Lasted for so many years)
Don't let the light go out
Let it shine through our love and our tears
Don't let the light go out
It's lasted for so many years (Lasted for so many years)
Don't let the light go out
Let it shine through our love and our tears

[Verse 3]
What is the memory that's valued so highly
That we keep it alive in that flame?
What's the commitment to those who have died
When we cry out they've not died in vain?
We have come this far, always believing
That justice will somehow prevail
Oh, this is the burden, this is the promise
This why we will not fail!

[Chorus]
Don't let the light go out (Don't let the light go out)
It's lasted for so many years (Don't let the light go out)
Don't let the light go out
Let it shine through our love and our tears (Let it shine)
Don't let the light go out
It's lasted for so many years (Lasted for so many years)
Don't let the light go out
Let it shine through our love and our tears
[Outro]
Don't let the light go out!
Don't let the light go out!
Don't let the light go out!EmbedShare URLCopyEmbedCopy"
16,5mEZnn9CgZifo7kL4Gpzxu,0,8 Days of Hannukah,0.604,0.742,0.0437,1.25e-06,97.022,0.9908,0.005,0.159,0.837,"One, two, three, four, five, six, seven, eight
Days of love
Days of eight
Days of Hanukkah
Everyone of them glows with love

Eight Days of Hanukkah
Everyone of them glows with love

Eight, seven, six, five, four, three, two

Day one
Time to light a candle
For those maccabees whose oil did burn and burn

Day two
Time to spin the dreidel
And hope that gimel shows up on my turn

Day 3
Fry a bunch of Latkes with applesauce, sour cream, and all

Day 4
We’re cooking up the brisket
The kosher butcher sold my uncle saul
Day five
I like it more than PESACH
Let’s leave the manischewitz on the shelf

Day six
Gifts for the children
Five dollar checks from great grandma Sel

Day 7
Light a whole bunch of candles
Gotta keep that SHAMAS going right to left
All the way until

Day 8
One, two, three, four, five, six, seven, eight
Days of love
Days of eight... days of hanukkah

Every one of them glows with love
Eight days of hHanukkah
Every one of them glows with love [love]

[Instrumental]

Ooooooooo
Eight days dreidel dreidel dreidel
Eight days i made it out of clay
Eight days and when it’s dry and ready ..yahh
Eight days ooh...dreidel i will play
Eight days talking about that menorah
Eight days …yay… yay… yay.. yay..yay..hey
Eight days [x7]EmbedShare URLCopyEmbedCopy"
17,6nouKLUAumkG8XOACUcqAV,0,The Hanukkah Waltz,0.338,0.467,0.0887,0.972,168.624,1.0,0.089,0.11,0.802,"The Mabbot street entrance of nighttown, before which stretches an uncobbled transiding set with skeleton tracks, red and green will-o'-the-wisps and danger signals. Rows of flimsy houses with gaping doors. Rare lamps with faint rainbow fans. Round Rabaiotti's halted ice gondola stunted men and women squabble. They grab wafers between which are wedged lumps of coal and copper snow. Sucking, they scatter slowly. Children. The swancomb of the gondola, highreared, forges on through the murk, white and blue under a lighthouse. Whistles call and answer.

THE CALLS Wait, my love, and I'll be with you.


THE ANSWERS Round behind the stable.

(A deaf mute idiot with goggle eyes, his shapeless mouth dribbling, jerks past, shaken in Saint Vitus' dance. A chain of children's hands imprisons him.)

THE CHILDREN Kithoguel Salute.

THE IDIOT (Lifts a palsied left arm and gurgles.) Grhahute!

THE CHILDREN Where's the great light?

THE IDIOT (Gobbing.) Ghaghahest.

(They release him. He jerks on. A pygmy woman swings on a rope slung between the railings, counting. A form sprawled against a dustbin and muffled by its arm and hat moves, groans, grinding growling teeth, and snores again. On a step a gnome totting among a rubbish tip crouches to shoulder a sack of rags and bones. A crone standing by with a smoky oil lamp rams the last bottle in the maw of his sack. He heaves his booty, tugs askew his peaked cap and hobbles off mutely. The crone makes back for her lair swaying her lamp. A bandy child, asquat on the doorstep with a papershuttlecock, crawls sidling after her in spurts, clutches her skirt, scrambles up. A drunken navvy ups with both hands the railings of an area, lurching heavily. At a corner two night watch in shoulder capes, their hands upon their staffholsters, loom tall. A plate crashes; a woman screams; a child wails. Oaths of a man roar, mutter, cease. Figures wander, lurk, peer from warrens. In a room lit by a candle stuck in a bottleneck a slut combs out the tatts from the hair of a scrofulous child. Cissy Caffrey's voice, still young, sings shrill from a lane.)

CISSY CAFFREY



I gave it to Molly
Because she was jolly,
The leg of the duck
The leg of the duck.

(Private Cart and Private Compton, swaggersticks tight in their oxters, as they march unsteadily rightaboutface and burst together from their mouths a volleyed fart. Laughter of men from the lane. A hoarse virago retorts.)

THE VIRAGO Signs on you, hairy arse. More power the Cavan girl.

CISSY CAFFREY More luck to me. Cavan, Cootehill and Belturbet.

(She sings.)

I gave it to Nelly
To stick in her belly
The leg of the duck
The leg of the duck.


(Private Cart and Private Compton turn and counterretort, their tunics bloodbright in a lampglow, black sockets of caps on their blond copper polls. Stephen Dedalus and Lynch pass through the crowd close to the redcoats.)

PRIVATE COMPTON (Jerks his finger.) Way for the parson.

PRIVATE CARR (Turns and calls.) What ho, parson!

CISSY CAFFREY (Her voice soaring higher.)

She has it, she got it,
Wherever she put it
The leg of the duck.

(Stephen, flourishing the ashplant in his left hand, chants with joy the introit for paschal time. Lynch, his jockey cap low on his brow, attends him, a sneer of discontent wrinkling his face.)

STEPHEN Vidi aquam egredientem de templo a latere dextro. Alleluia.

(The famished snaggletusks of an elderly bawd protrude from a doorway.)

THE BAWD (Her voice whispering huskily.) Sst! Come here till I tell you. Maidenhead inside. Sst.

STEPHEN (Altius aliqantulum) Et omnes ad quos pervenit acqua ista.

THE BAWD (Spits in their trail her jet of venom.) Trinity medicals. Fallopian tube. All prick and no pence.

(Edy Boardman, sniffling, crouched with Bertha Supple, draws her shawl across her nostrils.)

EDY BOARDMAN (Bickering.) And say the one: I seen you up Faithful place with your squarepusher, the greaser off the railway, in his cometobed hat. Did you, says I. That's not for you to say, says I. You never seen me in the mantrap with a married highlander, says I. The likes of her! Stag that one is. Stubborn as a mule! And her walking with two fellows the one time, Kildbride the enginedriver and lancecorporal Oliphant.

STEPHEN (Triumphaliter.) Salvi facti i sunt.

(He flourishes his ashplant shivering the lamp image, shattering light over the world. A liver and white spaniel on the prowl slinks after him, growling. Lynch scar's it with a kick.)

LYNCH So that?

STEPHEN (Looks behind.) So that gesture, not music, not odours, would be a universal language, the gift of tongues rendering visible not the lay sense but the first entelechy, the structural rhythm.

LYNCH Pornosophical philotheology. Metaphysics in Mecklenburg street!
STEPHEN We have shrewridden Shakespeare and henpecked Socrates. Even the allwisest stagyrite was bitted, bridled and mounted by a light of love.

LYNCH Ba!

STEPHEN Anyway, who wants two gestures to illustrate a loaf and a jug? This movement illustrates the loaf and jug of bread and wine in Omar. Hold my stick.

LYNCH Damn your yellow stick. Where are we going?

STEPHEN Lecherous lynx, to la belle dame sans merci, Georgina Johnson, ad deam qui laetificat juventutem meam.

(Stephen thrusts the ashplant on him and slowly holds out his hands, his head going back till both hands are a span from his breast, down turned in planes intersecting, the fingers about to part, the left being higher.)

LYNCH Which is the jug of bread? It skills not. That or the customhouse. Illustrate thou. Here take your crutch and walk.

(They pass. Tommy Caffrey scrambles to a gaslamp and, clasping, climbs in spasms. From the top spur he slides down. Jacky Caffrey clasps to climb. The navvy lurches against the lamp. The twins scuttle off in the dark. The navvy, swaying, presses a forefinger against a wing of his nose and ejects from the farther nostril a long liquid jet of snot. Shouldering the lamp he staggers away through the crowd with his flaring cresset.

Snakes of river fog creep slowly. From drains, clefts, cesspools, middens arise on all sides stagnant fumes. A glow leaps in the south beyond the seaward reaches of the river. The navvy staggering forward cleaves the crowd and lurches towards the tramsiding. On the farther side under the railway bridge Bloom appears flushed, panting, cramming bread and chocolate into a side pocket. From Gillens hairdressers window a composite portrait shows him gallant Nelson's image. A concave mirror at the side presents to him lovelorn longlost lugubru Booloohoom. Grave Gladstone sees him level Bloom for Bloom. He passes, struck by the stare of truculent Wellington but in the con vex mirror grin unstruck the bonham eyes and fatchuck cheekchops of Jollypoldy the rixdix doldy.

At Antonio Babaiotti's door Bloom halts, sweated under the bright arclamps. He disappears. In a moment he reappears and hurries on.)

BLOOM Fish and taters. N. g. Ah!

(He disappears into Olhousen's, the pork butcher's, under the downcoming rollshutter. A few moments later he emerges from under the shutter puffing Poldy, blowing Bloohoom. In each hand he holds a parcel, one containing a lukewarm pig's crubeen, the other a cold sheep's trotter sprinkled with wholepepper He gasps, standing upright. Then bending to one side he presses a parcel against his rib and groans.)

BLOOM Stitch in my side. Why did I run?

(He takes breath with care and goes forward slowly towards the lampset siding. The glow leaps again.)

BLOOM What is that? A flasher? Searchlight.

(He stands at Cormack's corner watching.)

BLOOM Aurora borealis or a steel foundry? Ah, the brigade, of course. South side anyhow. Big blaze. Might be his house. Beggar's bush. We're safe. (He hums cheerfully.) London's burning, London's burning! On fire, on fire! (He catches sight of the navvy lurching through the crowd at the farther side of Talbot street.) I'll miss him. Run. Quick. Better cross here.

(He darts to cross the road. Urchins shout.)

THE URCHINS Mind out, mister! (Two cyclists, with lighted paper lanterns aswing, swim by him, grazing him, their bells rattling.)

THE BELLS Haltyaltyaltyall.

BLOOM (Halts erect stung by a spasm.) Ow.

(He looks round, darts forward suddenly. Through rising fog a dragon sandstrewer, travelling at caution, slews heavily down upon him, its huge red headlight winking, its trolley hissing on the wire. The motorman bangs his footgong.)

THE GONG Bang Bang Bla Bak Blud Bugg Bloo.

(The brake cracks violently. Bloom, raising a policeman's whitegloved hand, blunders stifflegged, out of the track. The motorman thrown forward, pugnosed, on the guidewheel, yells as he slides past over chains and keys.)

THE MOTORMAN Hey, shitbreeches, are you doing the hattrick?

