,track_uri,popularity,name,danceability,energy,speechiness,instrumentalness,tempo,sentiment,negative,positive,neutral,lyrics
86,5aDoUmxBsbdpS16alksb5Z,77,Do You Hear What I Hear? ,0.566,0.246,0.0276,1.48e-06,101.529,0.949,0.0,0.077,0.923,"[Verse 1]
Said the night wind to the little lamb
Do you see what I see?
Way up in the sky, little lamb
Do you see what I see?
A star, a star
Dancing in the night
With a tail as big as a kite
With a tail as big as a kite

[Verse 2]
Said the little lamb to the shepherd boy
Do you hear what I hear?
(Do you hear what I hear?)
Ringing through the sky, shepherd boy
Do you hear what I hear?
(Do hear what I hear?)
A song, a song
High above the trees
With a voice as big as the sea
With a voice as big as the sea

[Interlude]
Said the shepherd boy to the mighty king
Do you know what I know?
(Do you know what I know?)
[Verse 3]
In your palace, warm mighty king
Do you know what I know?
(Do you know what I know?)
A child, a child
Shivers in the cold
Let us bring him silver and gold
Let us bring him silver and gold

[Verse 4]
Said the king to the people everywhere
Listen to what I say
( Listen to what I say)
Pray for peace, people everywhere
Listen to what I say
(Listen to what I say)
The child, the child
Sleeping in the night
He will bring us goodness and light
He will bring us goodness and light

[Outro]
He will bring us goodness and light1EmbedShare URLCopyEmbedCopy"
87,18g50kFt5uwVeCzQbrCvAO,0,Man With The Bag,0.622,0.688,0.0845,0.0,140.561,0.9578,0.053,0.11,0.837,"[Verse 1]
Oh Mr Kringle, I'm soon gonna jingle
The bells that'll tingle all your troubles away
Everyone's waiting for the man with the bag
Cause Christmas is coming again

He's got a sleighful, it's not gonna stay full
He's got stuff to drop at every stop on the way
Everyone's waiting for the man with the bag
Cause Christmas is coming again

He'll be here with the answers to the prayers
That you made through the year
You'll get yours if you've done
Everything you should, extra special good

He'll make this December the one you'll remember
The best and the merriest you ever did have
Everybody's waiting for the man with the bag
Christmas is here again

[Verse 2]
Oh Mr Cringle, I'm soon gonna jingle
The bells that'll tingle all your troubles away
Everybody's waiting for the man with the bag
Christmas is here again
He's got a sleighful and it's not gonna stay full
He's got stuff to drop at every stop on the way
Everybody's waiting for the man with the bag
Christmas is here again

He'll be here with the answers to the prayers
That you made through the year
You'll get yours if you've done
Everything you should, extra special good

He'll make this December the one you'll remember
The best and the merriest you ever did have
Everybody's waiting, they're all congregating
Waiting for the man with the bag, waiting for the man with the bag

[Outro]
Merry ChristmasEmbedShare URLCopyEmbedCopy"
88,3AgiRs3oxc2dFh0CPUHXJs,74,Mistletoe and Wine,0.498,0.432,0.0345,0.0,135.015,0.9851,0.091,0.229,0.68,"The child is a king, the caroller sing
The old is past, there's a new beginning
Dreams of Santa, dreams of snow
Fingers numb, faces aglow

Christmas time, mistletoe and wine
Children singing Christian rhyme
With logs on the fire and gifts on the tree
A time to rejoice in the good that we see

A time for living, a time for believing
A time for trusting, not deceiving
Love and laughter and joy ever after
Hours for the taking, just follow the master

Christmas time, mistletoe and wine
Children singing Christian rhyme
With logs on the fire and gifts in the tree
A time to rejoice in the good that we see

Silent night, holy night

Its a time for giving, a time for getting
A time for forgiving and for forgetting
Christmas is love, Christmas is peace
A time for hating and fighting to cease
Christmas time, mistletoe and wine
Children singing Christian rhyme
With logs on the fire and gifts on the tree
A time to rejoice in the good that we see

With logs on the fire and gifts on the tree
A time to rejoice in the good that we seeEmbedShare URLCopyEmbedCopy"
89,2Y0ktCGrGoGcQFXsGztvhi,73,Naughty List ,0.619,0.771,0.0601,0.0,81.966,0.9598,0.062,0.1,0.838,"[Intro: Liam Payne]
Ooh-ooh-ooh
Ah

[Verse 1: Liam Payne]
Turned on the lights
Party was over so I said my goodbyes
Stepped out the club and you were waiting outside
Gave you my coat 'cause I could see that you were cold

[Pre-Chorus: Liam Payne]
The driver messaged, said he's stuck in the snow
I said, ""There's no way I'm not walking you home""
Next thing you know it, we were drying our clothes
But I didn't mean to get you in trouble (Oh)

[Chorus: Liam Payne with Dixie D'Amelio]
Now we're on the naughty list
Must've been the way we kissed
Santa saw the things we did
And put us on the naughty list (Oh)
Undernеath the mistletoe (Mistlеtoe)
We were supposed to take it slow
Baby, you're my favourite gift
Now we're on the naughty list (Yeah)
[Verse 2: Dixie D'Amelio]
Under the tree
It's Christmas morning and there's nothing to see
One hundred messages like ""Where have you been?""
No, I don't wanna but it's time for me to go (Oh)

[Pre-Chorus: Dixie D'Amelio]
My driver messaged that he's stuck in the snow (In the snow)
He said there is no way that I'm letting you go (Oh)
Next thing you know it, we were drying our clothes (Oh)
And I know you meant to get me in trouble

[Chorus: Liam Payne & Dixie D'Amelio, Dixie D'Amelio]
Now we're on the naughty list
Must've been the way we kissed
Santa saw the things we did
And put us on the naughty list (Naughty list, yeah)
Underneath the mistletoe
We were supposed to take it slow
Baby, you're my favourite gift
Now we're on the naughty list

[Bridge: Liam Payne]
Three-six-five days (Oh, yeah)
You round my place (Oh, yeah)
We'll misbehave
With kisses like snowflakes all over your body (All over your body)
Three-six-five days (Oh)
You round my place (You round my)
We'll misbehave
With kisses like snowflakes all over your body
[Chorus: Liam Payne & Dixie D'Amelio, Liam Payne]
Now we're on the naughty list
Must've been the way we kissed
Santa saw the things we did
And put us on the naughty list
Underneath the mistletoe (The mistletoe)
We were supposed to take it slow
Baby, you're my favourite gift
Now we're on the naughty list13EmbedShare URLCopyEmbedCopy"
90,3BhlC2eX8obANfmLEwo1ia,70,Let It Snow ,0.414,0.664,0.0415,0.0,137.095,0.8706,0.046,0.074,0.88,"[Intro]
Let it snow, let it snow
Let it snow, let it snow

[Verse 1 - Wanyá ]
Hey, it's another Christmas Holiday
It's a joyous thing let the angels sing
Cause we're together
We got a thing here, can't let it slip away
Though outside is rain and sleet
When our bodies meet...
I don't care 'bout the weather

[Chorus: Nate, Boyz II Men]
Let it snow, let it snow
Outside it's cold but the fire's blazin'
So baby let it snow
Let it snow, let it snow, let it snow

[Verse 2: Brian McNight]
Ohhhh, come over here and help me trim the tree
I wanna wrap you up baby
Then you'll see you're the only present I need
There's so much more
Waiting for you in store
From this precious day
I can gladly say
There's no place that I'd rather be
[Bridge: Wanyá, Boyz II Men]
And ohhh, you are my everything, come a little closer
God must have sent you down from heaven

[Chorus: Nate, Boyz II Men]
Let it snow, let it snow
Outside it's cold but the fire's blazin'
So baby let it snow
Let it snow, let it snow, let it snow

[Outro Wanya, Boyz II Men]
Let it snow, let it snow
Let it snow baby, let it snow
I don't care about the weather baby
Let it snow let it snow
Let it snow let it snow,
Let it snow
Let it snow, let it snow
Let it snow
Let it snow
Let it snow
I don't care 'bout the weather baby
All I need you to do is be with me baby
Let it snow
As long as you're here with me
Let it snow
I don't mind, I don't mind
Let it snow
I don't care what the weather may be
As long as you're here with me2EmbedShare URLCopyEmbedCopy"
91,5DMItYJluCFc7YtFdP4aXo,69,Lonely This Christmas,0.551,0.325,0.0286,0.000112,98.932,-0.9662,0.194,0.014,0.792,"It'll be lonely this Christmas
Without you to hold
It'll be lonely this Christmas
Lonely and cold
It'll be cold, so cold
Without you to hold
This Christmas

Try and imagine
A house that's not a home
Try to imagine
A Christmas all alone
That's where I'll be
Since you left me
My tears will melt the snow
What can I do
Without you, I got no place to go

It'll be lonely this Christmas
Without you to hold
It'll be lonely this Christmas
Lonely and cold
It'll be cold, so cold
Without you to hold
This Christmas
It'll be lonely this Christmas
Without you to hold
It'll be lonely this Christmas
Lonely and cold
It'll be cold, so cold
Without you to holdEmbedShare URLCopyEmbedCopy"
92,6oIpL9XkEhyo0bDrCagQQY,57,Rockin' Around The Christmas Tree,0.494,0.884,0.0839,0.0,144.072,0.9868,0.014,0.254,0.732,"[Verse 1]
Rockin' around the Christmas tree
At the Christmas party hop
Mistletoe hung where you can see
Every couple tries to stop

[Verse 2]
Rockin' around the Christmas tree
Let the Christmas spirit ring
Later we'll have some pumpkin pie
And we'll do some caroling

[Pre-Chorus]
You will get a sentimental feeling when you hear
Voices singing, ""Let's be jolly
Deck the halls with boughs of holly!""

[Chorus]
Rockin' around the Christmas tree
Have a happy holiday
Everyone's dancing merrily
In the new old fashioned way

[Instrumental Break]

[Pre-Chorus]
You will get a sentimental feeling when you hear
Voices singing, ""Let's be jolly
Deck the halls with boughs of holly!""
[Chorus]
Rockin' around the Christmas tree
Have a happy holiday
Everyone's dancing merrily
In the new old fashioned way7EmbedShare URLCopyEmbedCopy"
93,0yS8P7DFNEBYQ5yHadM5z0,70,Oh Holy Night ,0.324,0.197,0.0337,0.0,178.893,0.987,0.074,0.23,0.696,"[Intro: Macaulay Culkin & Roberts Blossom]
RB: ""You've been a good boy this year?""
MC: ""I think so.""
RB: ""You swear to it?""
MC: ""No, I've been kind of a pain lately. I said some things I shouldn't have. I really haven't been too good this year
RB: ""Yeah.""
MC:""I'm kind of upset about it, because I really like my family, even though sometimes I say I don't, sometimes I even think I don't. Do you get that?""

[Verse 1: Bastille]
O holy night!
The stars are brightly shining
It is the night of your dear Saviour's birth
Long lay the world in sin and error pining
Till He appeared and the soul felt its worth
A thrill of hope, the weary world rejoices
For yonder breaks, a new and glorious morn

[Verse 2: Bastille]
Fall on your knees
Oh, hear the angel voices
O night, divine
Oh night, relieves the morn
Fall on your knees
Oh, hear the angel voices
O night, divine
Oh night, when Christ was born
O night, o holy night
O night, divine
[Outro: Ralph Foody]
""Merry Christmas you filthy animal"" [gunshots] ""and a happy New Year!""3EmbedShare URLCopyEmbedCopy"
94,7lbto9KYTHq5V1PetjIMOF,72,All I Want ,0.581,0.257,0.0355,0.0,140.007,0.9962,0.057,0.256,0.687,"[Verse 1]
I found a guy, told me I was a star
He held the door, held my hand in the dark
And he's perfect on paper, but he's lying to my face
Does he think that I'm the kinda girl who needs to be saved?

[Verse 2]
And there's one more boy, he's from my past
We fell in love, but it didn't last
'Cause the second I figure it out, he pushes me away
And I won't fight for love if you won't meet me halfway
And I say that I'm through, but this song's still for you

[Chorus]
All I want is love that lasts
Is all I want too much to ask?
Is it something wrong with me?
All I want is a good guy
Are my expectations far too high?
Try my best, but what can I say?
All I have is myself at the end of the day
But shouldn't that be enough for me?

[Bridge]
Ooh-ooh-ooh-ooh, ooh-ooh
And I miss the days when I was young and naive
I thought the perfect guy would come and find me
Now happy ever after, it don't come so easily
[Chorus]
All I want is love that lasts
Is all I want too much to ask?
Is it something wrong with me? Oh, ooh
All I want is a good guy
Are my expectations far too high?
Try my best but what can I say?
All I have is myself at the end of the day
And all I want is for that to be okay34EmbedShare URLCopyEmbedCopy"
95,0iV9yfj1knFNOSEiuTHZwl,70,Have Yourself a Merry Little Christmas,0.244,0.274,0.04,1.18e-05,68.534,0.9565,0.051,0.21,0.739,"[Verse 1]
Have yourself a merry little Christmas
Let your heart be light
Next year all our troubles
Will be out of sight

[Verse 2]
Have yourself a merry little Christmas
Make the Yuletide gay
Next year all our troubles
Will be miles away

[Bridge]
Once again, as in olden days
Happy golden days of yore
Faithful friends who are dear to us
Will be near to us once more

[Verse 3]
Someday soon we all will be together
If the fates allow
Until then we'll have to muddle through somehow
So have yourself a merry little Christmas now2EmbedShare URLCopyEmbedCopy"
96,7F9oCEKbqjN99cV5HpvYER,72,White Christmas ,0.586,0.32,0.0289,0.00202,115.808,0.9501,0.0,0.116,0.884,"Ooh
Doop doop, doop doo doop
Ooh
Doop doop, doop doo doop

I'm dreaming of a white Christmas
Just like the ones I used to know
Where those treetops glisten, and children listen
To hear sleigh bells in the snow, the snow

Then, I-I-I am dreaming of a white Christmas
With every Christmas card I write
May your days, may your days, may your days be merry and bright
And may all your Christmases be white

I-I-I am dreaming of a white Christmas
Just like the ones I used to know
Where the treetops glisten, and children listen
To hear sleigh bells in the snow

I-I-I am dreaming of a white Christmas
With every Christmas card I write
May your days, may your days, may your days be merry and bright
And may all your Christmases be white

Jingle bells, jingle bells, jingle bells all the way
Ooooh2EmbedShare URLCopyEmbedCopy"
97,1sEC3X76vXgpsgnfaXEMwR,70,The First Noël ,0.194,0.296,0.0322,2.82e-05,91.547,0.4767,0.029,0.059,0.912,"The first Noel the Angels did say
Was to certain poor shepherds in fields as they lay
In fields where they lay keeping their sheep
On a cold winter's night that was so deep
Noel, Noel, Noel, Noel
Born is the King of Israel

They looked up and saw a star
Shining in the east, beyond them far
And to the earth it gave great light
And so it continued both day and night
Noel, Noel, Noel, Noel
Born is the King of Israel

Noel, Noel, Noel, Noel
Born is the King of Israel
Born is the King of IsraelEmbedShare URLCopyEmbedCopy"
98,2zs2Ck470VmBFTwUp4NFdv,61,It's Christmas,0.598,0.447,0.0404,0.0,123.855,0.9887,0.094,0.129,0.777,"[Intro: Nate Ruess]
Mom, I know I let you down
And though you say the days are happy
Why is the power off and I'm fucked up?
And, Mom, I know he's not around
But don't you place the blame on me
As you pour yourself another drink, yeah

[Chorus: Nate Ruess]
I guess we are who we are
Headlights shining in the dark night, I drive on
Maybe we took this too far

[Verse 1: Eminem]
I went in headfirst, never thinkin' about who what I said hurt
In what verse, my mom probably got it the worst
The brunt of it, but as stubborn as we are, did I take it too far?
""Cleanin' Out My Closet"" and all them other songs
But regardless, I don't hate you ‘cause, Ma
You're still beautiful to me, ‘cause you're my mom
Though far be it from you to be calm
Our house was Vietnam, Desert Storm
And both of us put together could form an atomic bomb
Equivalent to chemical warfare
And forever we could drag this on and on
But agree to disagree, that gift for me
Up under the Christmas tree don't mean shit to me
You're kickin' me out? It's fifteen degrees
And it's Christmas Eve, ""Little prick, just leave!""
Ma, let me grab my fucking coat!
Anything to have each other's goats
Why we always at each other's throats?
Especially when Dad, he fucked us both
We're in the same fuckin' boat
You'd think that'd make us close (Nope)
Further away it drove us, but together, headlights shine
And a car full of belongings, still got a ways to go
Back to grandma's house, it's straight up the road
And I was the man of the house, the oldest
So my shoulders carried the weight of the load
Then Nate got taken away by the state at eight-years-old
And that's when I realized you were sick
And it wasn't fixable or changeable
And to this day we remain estranged, and I hate it though, but—
[Chorus: Nate Ruess]
I guess we are who we are
Headlights shining in the dark night, I drive on
Maybe we took this too far

[Verse 2: Eminem]
‘Cause to this day we remain estranged, and I hate it, though
‘Cause you ain't even get to witness your grandbabies grow
But I'm sorry, Mama, for ""Cleanin' Out My Closet""
At the time I was angry, rightfully? Maybe so
Never meant that far to take it, though
‘Cause now I know it's not your fault, and I'm not makin' jokes
That song I no longer play at shows
And I cringe every time it's on the radio
And I think of Nathan being placed in a home
And all the medicine you fed us and
How I just wanted you to taste your own
But now the medication's takin' over
And your mental state's deterioratin' slow
And I'm way too old to cry, this shit is painful, though
But, Ma, I forgive you, so does Nathan, yo
All you did, all you said, you did your best to raise us both
Foster care, that cross you bear, few may be as heavy as yours
But I love you, Debbie Mathers
Oh, what a tangled web we have ‘cause
One thing I never asked was
Where the fuck my deadbeat dad was
Fuck it, I guess he had trouble keepin' up with every address
But I'da flipped every mattress, every rock and desert cactus
Owned a collection of maps
And followed my kids to the edge of the atlas
If someone ever moved 'em from me
That you coulda bet your asses
If I had to come down the chimney, dressed as Santa, kidnap 'em
And although one has only met their grandma once
You pulled up in our drive one night
As we were leavin' to get some hamburgers
Me, her and Nate, we introduced you, hugged you
And as you left, I had this overwhelming sadness
Come over me as we pulled off to go our separate paths and
I saw your headlights as I looked back
And I'm mad I didn't get the chance to
Thank you for being my mom and my dad
So, Mom, please accept this as a
Tribute; I wrote this on the jet; I guess I had to
Get this off my chest; I hope I get the chance to
Lay it 'fore I'm dead, the stewardess said to fasten
My seatbelt, I guess we're crashin'
So, if I'm not dreamin', I hope you get this message that
I will always love you from afar, ‘cause you're my mom
[Chorus: Nate Ruess]
I guess we are who we are
Headlights shining in the dark night, I drive on
Maybe we took this too far

[Bridge: Nate Ruess & Eminem]
I want a new life (Start over)
One without a cause (Clean slate)
So I'm coming home tonight (Yeah)
Well, no matter what the cost
And if the plane goes down
Or if the crew can't wake me up
Well, just know that I'm alright
I was not afraid to die
Oh, even if there's songs to sing
Well, my children will carry me
Just know that I'm alright
I was not afraid to die
Because I put my faith in my little girls
So I'll never say goodbye cruel world
Just know that I'm alright
I am not afraid to die

[Chorus: Nate Ruess]
I guess we are who we are
Headlights shining in the dark night, I drive on
Maybe we took this too far
I want a new life
[Produced by Emile Haynie & Jeff Bhasker]634EmbedShare URLCopyEmbedCopy"
99,1eh5mDCjo7XbDNY5tYiNVU,0,Christmas Time,0.574,0.519,0.0252,0.0,144.012,-0.967,0.15,0.123,0.727,"[Verse 1]
I got 99 problems and they all bitches
Wish I was Jigga man, carefree livin'
But I'm not Shawn or Martin Louis
I'm that Cleveland nigga rollin' with them Brooklyn boys
You knowin' how it be when you start living large
I control my own life, Charles was never in charge
No sitcom could teach Scott about the dram
Or even explain the troubles that haunted my mom
On Christmas time, my mom Christmas grind
Got me most of what I wanted, how'd you do it, Mom, huh?
She copped the toys I would play with in my room by myself
""Why he by himself?""
He got two older brothers; one hood, one good
An independent older sister kept me fly when she could
But they all didn't see
The little bit of sadness in me
Scotty

[Chorus]
I've got some issues that nobody can see
And all of these emotions are pouring out of me
I bring them to the light for you, it's only right
This is the soundtrack to my life, the soundtrack to my life

[Verse 2]
I'm super paranoid, like a sixth sense
Since my father died, I ain't been right since
And I tried to piece the puzzle of the universe
Split an eighth of shrooms just so I could see the universe
I try and think about myself as a sacrifice
Just to show the kids they ain't the only ones who up at night
The moon will illuminate my room
And soon I'm consumed by my doom
Once upon a time, nobody gave a fuck
It's all said and done and my cock's been sucked
So now I'm in the cut, alcohol in the wound
My heart's an open sore that I hope heals soon
I live in a cocoon opposite of Cancún
Where it is never sunny, the dark side of the moon
So it's more than right, I try and shed some light on a man
Not many people of this planet understand, fam
[Chorus]
I've got some issues that nobody can see
And all of these emotions are pouring out of me
I bring 'em to the light for you, it's only right
This is the soundtrack to my life, the soundtrack to my life

[Verse 3]
I'm this close to go and trying some coke
And a happy ending would be slittin' my throat
Ignorance to cope, man, ignorance is bliss
Ignorance is love and I need that shit
If I never did shows then I'd prolly be a myth
If I cared about the blogs then I'd prolly be a jackass
Don't give a shit what people talkin' 'bout, fam
Haters shake my hand but I keep the sanitizer on deck
Hope I really get to see 30
Wanna settle down, stop being so flirty
Most of the clean faces be the most dirty
I just need a thoroughbred, cook when I'm hungry
Ass all chunky, brain is insanity
Only things that calm me down; pussy, and some Cali tree
And I get both, never truly satisfied
I am happy, that's just the saddest lie

[Chorus]
I've got some issues that nobody can see
And all of these emotions are pouring out of me
I bring 'em to the light for you, it's only right
This is the soundtrack to my life, the soundtrack to my life
[Outro]
To my life, to my life, to my life...
Uh
Yeah, uh-huh
Yeah, uh-huh
Yeah, uh-huh
Yeah, uh-huh
Yeah
Yeah
Yeah163EmbedShare URLCopyEmbedCopy"
100,0viGbbEJ9xV6qNJsTaXruz,73,I Need You Christmas,0.359,0.497,0.0288,0.0,99.186,0.9724,0.048,0.149,0.803,"[Verse 1: Nick Jonas]
I need you, Christmas
Friends by the fire to hold
Times have been lonely
And lately, I just feel alone
I need you, Christmas
Family with nowhere to go
Angels on treetops and angels in the snow
Oh, the cold

[Chorus: Nick Jonas]
Seasons change, come and go
But there's one thing I know
You'll just stay the same
You don't ever change

[Verse 2: Joe Jonas, Joe Jonas & Nick Jonas]
I miss the feeling
Waiting for Santa to show
Caroling late night
And all the children's eyes aglow
I need you, Christmas
Oh, how I miss you the most
Greetings from loved ones
And lovers under mistletoe
Oh, oh, oh
If you're young, if you're old
We all wait to be told
Just a simple phrase
""Have a Merry Christmas""
Ooh, ooh
Christmas, ooh, ooh, ooh
[Chorus: Nick Jonas & Joe Jonas]
Seasons change, come and go
But there's one thing I hope
You'll just stay the same
'Cause I need you, ChristmasEmbedShare URLCopyEmbedCopy"
101,1h9QQ7e222OSr93MRiMqGZ,70,Grown,0.327,0.223,0.0336,0.0,109.568,0.957,0.118,0.133,0.749,"[Intro]
Look, if you had one shot or one opportunity
To seize everything you ever wanted in one moment
Would you capture it, or just let it slip? Yo
[Verse 1]
His palms are sweaty, knees weak, arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface he looks calm and ready
To drop bombs, but he keeps on forgetting
What he wrote down, the whole crowd goes so loud
He opens his mouth, but the words won't come out
He's choking, how? Everybody's joking now
The clock's run out, time's up, over—blaow!
Snap back to reality, ope there goes gravity, ope
There goes Rabbit, he choked, he's so mad but he won't
Give up that easy, no, he won't have it, he knows
His whole back's to these ropes, it don't matter, he's dope
He knows that but he's broke, he's so stagnant, he knows
When he goes back to this mobile home, that's when it's
Back to the lab again yo, this old rap shit, he
Better go capture this moment and hope it don't pass him, and

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…
[Verse 2]
His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a New World Order
A normal life is boring; but superstardom's
Close to post-mortem, it only grows harder
Homie grows hotter, he blows, it's all over
These hoes is all on him, coast-to-coast shows
He's known as the Globetrotter, lonely roads
God only knows, he's grown farther from home, he's no father
He goes home and barely knows his own daughter
But hold your nose, 'cause here goes the cold water
These hoes don't want him no mo', he's cold product
They moved on to the next schmoe who flows
He nose-dove and sold nada, and so the soap opera
Is told, it unfolds, I suppose it's old, partner
But the beat goes on: da-da-dom, da-dom, dah-dah, dah-dah
[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…
[Verse 3]
No more games, I'ma change what you call rage
Tear this motherfuckin' roof off like two dogs caged
I was playin' in the beginning, the mood all changed
I've been chewed up and spit out and booed off stage
But I kept rhymin' and stepped right in the next cypher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine-to-
Five and I can't provide the right type of life for my family
'Cause man, these goddamn food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life
And these times are so hard, and it's gettin' even harder
Tryna feed and water my seed, plus teeter-totter
Caught up between bein' a father and a prima donna
Baby mama drama, screamin' on her, too much for me to wanna
Stay in one spot, another day of monotony's
Gotten me to the point I'm like a snail, I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option—failure's not
Mom, I love you, but this trailer's got
To go; I cannot grow old in Salem's Lot
So here I go, it's my shot: feet, fail me not
This may be the only opportunity that I got

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…
[Outro]
You can do anything you set your mind to, man1.5KEmbedShare URLCopyEmbedCopy"
102,0GMbNoVqoycx9qd9ggIP8V,66,Someday At Christmas,0.325,0.536,0.0323,0.0,101.483,0.9896,0.087,0.214,0.699,"[Verse 1]
Someday at Christmas men won't be boys
Playing with bombs like kids play with toys
One warm December our hearts will see
A world where men are free
Someday at Christmas there'll be no wars
When we have learned what Christmas is for
When we have found what life's really worth
There'll be peace on earth

[Chorus]
Someday all our dreams will come to be
Someday in a world where men are free
Maybe not in time for you and me
But someday at Christmastime

[Verse 2]
Someday at Christmas we'll see a land
With no hungry children, no empty hand
One happy morning people will share
Our world where people care

Someday at Christmas there'll be no tears
All men are equal and no men have fears
One shining moment, one prayer away
From our world today
[Chorus]
Someday all our dreams will come to be
Someday in a world where men are free
Maybe not in time for you and me
But someday at Christmastime

[Verse 3]
Someday at Christmas man will not fail
Hate will be gone and love will prevail
Someday a new world that we can start
With hope in every heart

[Chorus]
(Someday all our dreams will come to be)
(Someday in a world where men are free)
Maybe not in time for you and me
But someday at Christmastime
Someday at Christmastime3EmbedShare URLCopyEmbedCopy"
103,5DoGwwQAlYumpSSlDNMOwY,71,It's Not Christmas 'Til You Come Home ,0.475,0.068,0.0319,0.00216,95.165,-0.3195,0.037,0.019,0.944,"I won't believe it's Christmas
Till you make it home to me
The snow isn't white, the stars aren't bright
And lights don't belong on the tree

I will stay up all night waiting
For you on Christmas Eve
The sleigh bells won't ring
Bing Crosby won't sing
It's not Christmas till you come home

I won't believe it's Christmas
Till you walk through that door
There's no Tiny Tim and Santa is slim
And mistletoe's hung on the floor

I made a promise to you
To wait for your return
The snowflakes won't fall
We can't deck the halls
It's not Christmas till you come home

The snowflakes won't fall
We can't deck the halls
It's not Christmas till you come homeEmbedShare URLCopyEmbedCopy"
104,3VTNVsTTu05dmTsVFrmGpK,78,Fairytale of New York ,0.271,0.551,0.0457,4.16e-05,78.111,0.9001,0.098,0.143,0.759,"[Verse 1: Shane MacGowan]
It was Christmas Eve, babe
In the drunk tank
An old man said to me
""Won't see another one""
And then he sang a song
'The Rare Old Mountain Dew'
I turned my face away
And dreamed about you

[Verse 2: Shane MacGowan]
Got on a lucky one
Came in eighteen-to-one
I've got a feeling
This year's for me and you
So, Happy Christmas
I love you, baby
I can see a better time
When all our dreams come true

[Verse 3: Kirsty MacColl]
They've got cars big as bars, they've got rivers of gold
But the wind goes right through you, it's no place for the old
When you first took my hand on a cold Christmas Eve
You promised me Broadway was waiting for me
[Verse 4: Kirsty MacColl & Shane MacGowan  & Together]
You were handsome!
You were pretty, Queen of New York City
When the band finished playing
They howled out for more
Sinatra was swinging
All the drunks, they were singing
We kissed on a corner
Then danced through the night

[Chorus: Shane Macgowan & Kirsty MacColl]
The boys of the NYPD choir
Were singing, ""Galway Bay""
And the bells were ringing out
For Christmas Day

[Verse 5: Kirsty MacColl & Shane MacGowan]
You're a bum, you're a punk
You're an old slut on junk
Lying there almost dead on a drip in that bed
You scumbag, you maggot
You cheap, lousy faggot
Happy Christmas, your arse
I pray God it's our last

[Chorus: Shane Macgowan & Kirsty MacColl]
The boys of the NYPD choir
Still singing, ""Galway Bay""
And the bells are ringing out
For Christmas Day
[Verse 6: Kirsty MacColl & Shane MacGowan]
""I could have been someone""
Well, so could anyone
You took my dreams from me
When I first found you
I kept them with me, babe
I put them with my own
Can't make it all alone
I've built my dreams around you

[Outro: Shane Macgowan & Kirsty MacColl]
The boys of the NYPD choir
Still singing, ""Galway Bay""
And the bells are ringing out
For Christmas Day11EmbedShare URLCopyEmbedCopy"
105,2dbfjsBbi3nt0a173iUumA,70,Merry Christmas Baby,0.71,0.291,0.0338,0.0,101.517,0.9991,0.0,0.437,0.563,"Bring it Down, band!
Now , I just came here tonight to say
I just wanna say ...
I just wanna say ...

Merry Christmas baby, you surely treat me nice
Merry Christmas baby, you surely treat me nice
I feel just like I'm living in paradise

Now listen
Now you see, I feel real good tonight
And I got music on the radio
And I feel good tonight
And I got music on the radio
And I feel just like I wanna kiss you
Underneath my mistle-toe

But now listen
Santa came down chimney, half past three
With lots of nice little presents for my baby and me
Merry Christmas baby, you surely treat me nice
And I feel like I'm living, just living in paradise
Come on boys

Well now
Santa came down chimney, half past three
With lots of nice little presents for my baby and me
Merry Christmas baby, you surely treat me nice
And I feel like I'm living, just living in paradise
And I just came down to say ... merry Christmas baby
I just wanna say ... merry Christmas baby
I just wanna say ... merry Christmas baby
I just wanna say ... merry Christmas baby
And happy new year too
Oh yeah
Play it boys go !
Merry Christmas, happy new yearEmbedShare URLCopyEmbedCopy"
