,track_uri,popularity,name,danceability,energy,speechiness,instrumentalness,tempo,sentiment,negative,positive,neutral,lyrics
10,5eM6Rrk8rwLpUhrh7Kk5R1,65,California,0.464,0.328,0.0407,0.0,70.859,-0.9789,0.135,0.032,0.833,"[Verse 1]
Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet

[Pre-Chorus]
There's such a difference between us
And a million miles

[Chorus]
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least, I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

[Verse 2]
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
[Pre-Chorus]
It's no secret that the both of us
Are running out of time

[Chorus]
So hello from the other side (Other side)
I must've called a thousand times (Thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (Outside)
At least, I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore

[Bridge]
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Ooh, anymore
(Highs, highs, highs, highs, lows, lows, lows, lows)
Anymore

[Chorus]
Hello from the other side (Other side)
I must've called a thousand times (Thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (Outside)
At least, I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
[Produced by Greg Kurstin]
[Music Video]252EmbedShare URLCopyEmbedCopy"
11,5EA06TsQmqmQXZiEhr1AaM,1,Coming Home,0.427,0.465,0.0291,5.52e-05,112.137,0.9939,0.078,0.136,0.786,"[Chorus: Skylar Grey]
I'm coming home, I'm coming home
Tell the world I'm coming home
Let the rain wash away
All the pain of yesterday
I know my kingdom awaits
And they've forgiven my mistakes
I'm coming home, I'm coming home
Tell the world I'm coming

[Intro: Diddy]
I'm back where I belong (Uh, yeah)
I never felt so strong, ayy (Yeah, I'm back, baby)
I feel like there's nothing that I can't try (Uh, nothin')
And if you with me put your hands high (Yeah, put your hands high)
High, ayy (If you ever lost a light before, this one's for you)
And if you with me put your hands high (And you, the dreams are for you rocking with the best)
High, ayy (And you, and you)
I mean I'm strong

[Verse 1: Diddy]
I hear the ""Tears of a Clown,"" uh, I hate that song
I always feel like they're talking to me, when it comes on (Come on)
Another day, another dawn
Another Keisha, nice to meet ya, get the math, I'm gone
What am I supposed to do when the club lights come on?
It's easy to be Puff but it's harder to be Sean (Come on)
What if my twins ask me why I ain't marry their mom? (Why?)
Damn, how do I respond?
What if my son stares with a face like my own
And says he wants to be like me when he's grown?
Shit! But I ain't finished growing
Another night, the inevitable prolongs (Let's go)
Another day, another dawn (Come on)
Just tell Keisha and Teresa I'll be better in the morn' (I'll be better in the morn')
Another lie that I carry on
I need to get back to the place where I belong, come on (Yeah, let's go)
[Chorus: Skylar Grey with Dawn Richard & Kalenna Harper, Diddy]
I'm coming home, I'm coming home (I'm coming home)
Tell the world that I'm coming home (Yeah)
Let the rain wash away
All the pain of yesterday (Ain't no more pain)
I know my kingdom awaits
And they've forgiven my mistakes (Thank you)
I'm coming home, I'm coming home (I'm coming home, I'm coming home)
Tell the world that I'm coming home (Yeah, ayo, check this out)

[Verse 2: Diddy, Kalenna Harper]
“A House Is Not a Home,” I hate this song
Is a house really a home when your loved ones is gone? (No)
And niggas got the nerve to blame you for it (Come on)
And you know you woulda took the bullet if you saw it (That's right)
But you felt it, and still feel it
And money can't make up for it or conceal it (Or conceal it)
But you deal with it (Deal with it)
And you keep ballin' (That's right)
Pour out some liquor, playboy, and we keep ballin' (Keep ballin')
Baby, we been living in sin
'Cause we been really in love, but we been living as friends (Yeah)
So you've been a guest in your own home (Come on)
It's time to make your house your home (Yeah)
Pick up your phone, come on (Pick up the phone)
[Chorus: Skylar Grey with Dawn Richard & Kalenna Harper, Diddy]
I'm coming home, I'm coming home
Tell the world that I'm coming home (I'm coming home)
Let the rain wash away
All the pain of yesterday
I know my kingdom awaits
And they've forgiven my mistakes (Thank you)
I'm coming home, I'm coming home (I'm coming home, I'm coming home)
Tell the world that I'm coming home (I'm almost home, check this out, yeah)

[Verse 3: Diddy, Kalenna Harper]
""Ain't No Stopping Us Now,"" I love that song
Whenever it comes on, it makes me feel strong
I thought I told y'all that we won't stop (We won't stop)
Till we back cruisin' through Harlem, these old blocks (Yeah)
It's what made me (Uh huh), saved me, drove me crazy (Oh, oh)
Drove me away (Come on), then embraced me (Yeah, yeah)
Forgave me for all of my shortcomings (Let's go) (Oh yeah)
Welcome to my homecoming (Coming)
Yeah, it's been a long time coming
Lot of fights, lot of scars, lot of bottles
Lot of cars, lot of ups, lot of downs
Made it back, lost my dog (I miss you Big!)
But here I stand (Come on) (Here I stand)
A better man (Don't stop) (A better man)
Thank you, Lord! (Thank you, Lord!)
Thank you all!
[Chorus: Skylar Grey with Dawn Richard & Kalenna Harper, Diddy, Kalenna Harper]
I'm coming home, I'm coming home (Oh!)
Tell the world that I'm coming home (I'm coming home!)
Let the rain wash away (Feels so good!)
All the pain of yesterday (Feels so free!)
I know my kingdom awaits (Ain't no place like home, baby)
And they've forgiven my mistakes (Ain't no place like home!)
I'm coming home, I'm coming home (I'm coming home!) (I'm coming home, I'm coming home)
Tell the world that I'm coming home (Tell the world I'm coming home)45EmbedShare URLCopyEmbedCopy"
12,5Fih0qlqrBjPIE0dFamuBr,59,,0.763,0.571,0.0337,0.0,128.211,0.0,0.0,0.0,0.0,
13,3zBhihYUHBmGd2bcQIobrF,76,,0.769,0.367,0.0312,1.62e-05,103.621,0.0,0.0,0.0,0.0,
14,3fqwjXwUGN6vbzIwvyFMhx,81,Tennessee Whiskey,0.392,0.37,0.0298,0.0096,48.718,0.9964,0.0,0.258,0.742,"[Verse 1]
Used to spend my nights out in a barroom
Liquor was the only love I'd known
But you rescued me from reachin' for the bottom
And brought me back from bein' too far gone

[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Verse 2]
I've looked for love in all the same old places
Found the bottom of a bottle's always dry
But when you poured out your heart, I didn't waste it
'Cause there's nothin' like your love to get me high

[Chorus]
And you're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Guitar Solo]
[Chorus]
You're as smooth as Tennessee whiskey
You're as sweet as strawberry wine
You're as warm as a glass of brandy
And honey, I stay stoned on your love all the time

[Outro]
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey
You're as smooth as Tennessee whiskey
Tennessee whiskey, Tennessee whiskey24EmbedShare URLCopyEmbedCopy"
15,7w5cxTEzp1rfV3KCy0Bd5N,71,Home,0.542,0.589,0.0318,0.000522,111.665,-0.9932,0.177,0.117,0.706,"[Intro]
Yeah
Yeah
Yeah

[Verse 1]
Your man on the road, he doin' promo
You said, ""Keep our business on the low-low""
I'm just tryna get you out the friend zone
'Cause you look even better than the photos
I can't find your house, send me the info
Drivin' through the gated residential
Found out I was comin', sent your friends home
Keep on tryna hide it, but your friends know

[Chorus]
I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe
[Verse 2]
I'ma let you know and keep it simple
Tryna keep it up don't seem so simple
I just fucked two bitches 'fore I saw you
And you gon' have to do it at my tempo
Always tryna send me off to rehab
Drugs started feelin' like it's decaf
I'm just tryna live life for the moment
And all these motherfuckers want a relapse

[Chorus]
I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Bridge]
Hills have eyes, the hills have eyes
Who are you to judge? Who are you to judge?
Hide your lies, girl, hide your lies (Hide your lies, oh, baby)
Only you to trust, only you
[Chorus]
I only call you when it's half-past five
The only time that I'll be by your side
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, yeah
I only call you when it's half-past five
The only time I'd ever call you mine
I only love it when you touch me, not feel me
When I'm fucked up, that's the real me
When I'm fucked up, that's the real me, babe

[Outro]
Ewedihalehu
Yene konjo, ewedihalehu
Yene fikir, fikir, fikir, fikir
Yene fikir, fikir, fikir, fikir
Ewedihalehu
Yene konjo, ewedihalehu...1.8KEmbedShare URLCopyEmbedCopy"
16,5sGeyWYDvUIF7QjERNCY7L,56,Mama Said,0.604,0.591,0.0614,0.0,140.558,0.9934,0.056,0.171,0.773,"[Chorus]
When Mama said that it was okay
Mama said that it was quite alright
Our kind of people had a bed for the night
And it was okay
Mama told us we were good kids
And Daddy told us never listen to the ones
Pointing nasty fingers and making fun
'Cause we were good kids

[Verse 1]
Remember asking both my mom and dad
Why we never travelled to exotic lands
We only ever really visit friends
Nothing to tell when the summer ends
We never really went buying clothes
Folks were passing on the stuff in plenty loads
New shoes once a year and then
Out to play ball so we could ruin them
[Chorus]
When Mama said that it was okay
Mama said that it was quite alright
Our kind of people had a bed for the night
And it was okay
Mama told us we were good kids
And Daddy told us never listen to the ones
Pointing nasty fingers and making fun
'Cause we were good kids

[Verse 2]
Don’t get me wrong, I didn’t have it bad
I got enough loving from my mom and dad
But I don’t think they really understood
When I said that I wanted a deal in Hollywood
I told them I'd be singing on TV
The other kids were calling me a wannabe
The older kids, they started bugging me
But now they're all standing right in front of me
[Chorus]
When Mama said that it was okay
Mama said that it was quite alright
Our kind of people had a bed for the night
And it was okay
Mama told us we were good kids
And Daddy told us never listen to the ones
Pointing nasty fingers and making fun
'Cause we were good kids

[Bridge]
I know which place I'm from
I know my home
When I’m in doubt and struggling
That’s where I go
An old friend can give advice
When new friends only know a half story
That’s why I always keep them tight
And why I'm okay
I said I'm okay
You know what my mama said?
You know what she told me?
[Chorus]
When Mama said that it was okay
Mama said that it was quite alright
Our kind of people had a bed for the night
And it was okay
Mama told us we were good kids
And Daddy told us never listen to the ones
Pointing nasty fingers and making fun
'Cause we were good kids

[Outro]
When Mama said that it was okay
Dabdadadabdadad bdaaa...
Dabdadadabdadad bdaaa...
Dabdadabdadadbdadabdaaaaa...
When Mama said that it was okay
Dabdadadabdadad bdaaa...
Dabdadadabdadad bdaaa...
Dabdadabdadadbdadabdaaaaa...
When Mama said that it was okay14EmbedShare URLCopyEmbedCopy"
17,2jg4Yc8071puvDRYi22B3a,0,"Signed, Sealed, Delivered ",0.646,0.784,0.0334,0.0,108.84,0.9039,0.112,0.125,0.763,"[Intro: Rick Ross]
Tryin', tryin', tryin', tryin'
I pray these niggas understand how passionate the tale is
To get you under my pressure
Richer
I been tryin', tryin', tryin', tryin'
To get you under my pressure
Yes, uh
Biggest, you feel me? (M-M-M-Maybach Music)

[Verse 1: Rick Ross]
Godfather with a garden full of snakes
Call Porsche, time to give away a Wraith
Bricks boy, tryna turn 'em into bass
Big boy, I been tryin' buy the Braves
Courtroom soundin' like I'm in the opera
Went and got it, now these niggas wanna knock us
Bitches fallin' 'cause they need a couple dollars
But it ain't a problem 'cause a nigga really got it
Fat boy, rich nigga, with a appetite
Count monеy all night under the candlelight
Spinnin' vinyl, Tеddy P, or is it Lionel?
Not a model, but I know I been your idol
Big bank, sparkin' weed without a lighter
On fire 'cause I'm just a different writer
Practicin' social distance with all these snitch niggas
Guess he jealous 'cause I had his favorite bitch with us
Big bucks, steppin' outta big trucks
Steppin' on my feet, it'll get you fucked up
Got the squad with me and all they did was gimme love
Foot Locker, twenty deep, a nigga spend a dub
G-Wagen for my bitch, that girl go live it up
Death row, that's for these niggas, I'ma hit 'em up
Makaveli, it's All Eyez on Me
Pinkie rings, it's still M.O.B. (M-M-M-Maybach Music)
[Break]
I been tryin', tryin', tryin', tryin'
To get you under my pressure
I been tryin', tryin', tryin', tryin'
To get you under my pressure
Tryin', tryin', tryin', tryin'

[Verse 2: Drake]
Yeah, heart just turned purple
Three-sixty up front, it all comes full circle
Class photographs, Sandy had me on my Urkel
(I been tryin', tryin', tryin', tryin')
Patty Mahomes, 'bout to fall short a couple hunnid
Signed, sealed, delivered, I fucked the notary public
She witnessed me sign off on some undeniable numbers
(I been tryin', tryin', tryin', tryin')
Yeah, make a set sail in Croatia to get a leverage
Groundskeepers cuttin' the grass and clippin' the hedges
I took two mill' out the cage down in the desert
Matthew Maddox called in the pit boss, double checkin'
""The number's all good, just pay me, I'm at the Rhino""
Real life, the whole fam' goons like Ralo
One truck in front of me, one behind me to follow
Lemme get a lemon pepper order, please
You gotta have the link before you order these
Dockin' jet skis in the Florida Keys
We all grateful for Weezy, but no one more than me
You just found a bottle with the messages
These days, fame is disconnected from excellence
Half the time, I gotta ask niggas what they profession is
Ushered a generation in, these are where my confessions live
(I been tryin', tryin', tryin', tryin')
I did brunch with the judge we appearin' before
Private villas only, I don't go near a resort
We want everything galore, not just Lira Galore
(I been tryin', tryin', tryin', tryin')
For real, and my city love me like DeMar DeRozan
I sent her the child support, she sent me the heart emoji
They all say they love me, but they hardly know me
(I been tryin', tryin', tryin', tryin')
Yeah, dropped him off at school, big day for my lil' man
Recess hits, daddy prolly made another M
School bell rings and I'm out there to get him again
(I been tryin', tryin', tryin', tryin')
Yeah, teacher-parent meetings, wives get googly-eyed
Regardless of what they husbands do to provide
Askin' if I know Beyoncé and Nicki Minaj
(I been tryin', tryin', tryin', tryin')
Of course, pull up to the front in the fleet of Suburbans
Flooded French Immersion with the Secret Service
Shit is so obvious, it defeats the purpose
If this is your hobby, then come and meet your maker
Champagne, ring bells in the streets of Jamaica
Started at the crib, look how far this shit'll take ya
Ross sittin' on two hunnid thirty-five acres
(I been tryin', tryin', tryin', tryin')
And that's facts, Hamdan Mohammed like my third cousin (Facts)
Mansoor Mohammed like my real brother (Facts)
Dubai embrace me like a Emirati (Facts)
All my Rolls-Royces got a different body (Facts)
Mansory, kitted out with every option (Facts)
Lemme know if that's a problem (I been tryin', tryin', tryin', tryin')
If you got a problem with me, gotta walk around it
Used to say I had 'fore I got it, now I got it all
And bein' honest, I don't really wanna talk about it
And if I didn't have it, wouldn't wanna sulk about it
I had it so long, I don't even celebrate it
Negative thoughts don't even enter my inner matrix
'Magine me still rappin' 'bout if I never made it
(I been tryin', tryin', tryin', tryin')
Damn, not too many parallels left in our lives
I mean, my crib look bigger through my son's eyes
And the squad look bigger to the young guys
And my dick feel better when you drunk, right?
Spend nighttime starin' at the sunrise
And my diamonds all hittin' like tie-dye
Air Canada Centre nigga when I die
Y'all gon' have to fly in and do your fake cry
First couple rows, you gon' see the real guys
The ones that purchase they vehicles 'cause their trunk size
The ones that look at other rappers like it's lunch time
Watch on my wrist never showed me crunch time
'Cause I ain't never let it come to that one time
To be real, man, I never did one crime
But none of my brothers could caption that line
At all, kill me, that's talent God wasted
Instant noodles, sriracha, I still taste it
When mama was too tired to cook and we had the basics
Instant noodles, sriracha, I still taste it
Now it's a movie, I'm back at Bellag', wasted
Niggas love tryna put my back where the walls facin'
Big body frames, wasn't into car racin'
Me and Chubbs drive by, shorty heart racin'
I always end up droppin' the top when it starts rainin'
Livin' in the 6, eight weeks, sun blazin'
After that, the killers just go into hibernation
(I been tryin', tryin', tryin', tryin')
Damn, rest in peace Dolla Bill
How I get a girl and girls still wanna holla still?
How I'm so famous, gotta live where they hide the hills?
(I been tryin', tryin', tryin', tryin')
Everybody that survive got survivor's guilt
My label gotta prove they love me, gotta wire mills
My boy kitchen's done, lookin' like a flour mill
You niggas' faces lookin' like you drink sour milk
And your albums like some mothafuckin' fire drills
It's like this shit feels real, but it's never real (Yeah)
[Outro]
I been tryin', tryin', tryin', tryin'
To get you under my pressure
I been tryin', tryin', tryin', tryin'
To get you under my pressure50EmbedShare URLCopyEmbedCopy"
18,6ET9kf9riLETWs9lePUEAI,70,Slow Burn,0.555,0.43,0.0295,0.000191,147.613,0.9552,0.009,0.123,0.868,"[Verse 1]
Born in a hurry, always late
Haven't been early since '88
Texas is hot, I can be cold
Grandma cried when I pierced my nose
Good in a glass, good on green
Good when you're putting your hands all over me

[Chorus]
I'm alright with a slow burn
Taking my time, let the world turn
I'm gonna do it my way, it'll be alright
If we burn it down and it takes all night
It's a slow burn, yeah

[Verse 2]
In Tennessee, the sun's goin' down
But in Beijing, they're heading out to work
You know the bar down the street don't close for an hour
We should take a walk and look at all the flowers

[Chorus]
'Cause I'm alright with a slow burn
Taking my time, let the world turn
I'm gonna do it my way, it'll be alright
If we burn it down and it takes all night
It's a slow burn
[Bridge]
Whatever feels good

[Outro]
Old soul, waiting my turn
I know a few things, but I still got a lot to learn
So I'm alright with a slow burn, slow burn, slow burn
I'm alright with a slow burn15EmbedShare URLCopyEmbedCopy"
19,63xdwScd1Ai1GigAwQxE8y,76,Let's Stay Together,0.756,0.397,0.0522,0.0115,101.985,0.9467,0.09,0.179,0.731,"[Intro]
Let's stay together

[Verse 1]
I, I'm so in love with you
Whatever you want to do is alright with me
'Cause you make me feel so brand new
And I want to spend my life with you

[Verse 2]
Let me say that since, baby, since we've been together
Ooh, loving you forever is what I need
Let me be the one you come running to
I'll never be untrue

[Chorus]
Ooh, baby, let's, let's stay together
Lovin' you whether
Whether times are good or bad, happy or sad
Ooh, yeah
Whether times are good or bad, happy or sad

[Verse 3]
Why somebody, why people break up
Turn around and make up, I just can't see
You'd never do that to me, would you baby?
Just being around you is all I see, it's what I want to do
[Chorus]
Let's, we ought to stay together
Lovin' you whether
Whether times are good or bad, happy or sad

[Outro]
C'mon, let's, let's stay together
I'll keep on lovin' you whether
Whether times are, oh times are good or times are bad18EmbedShare URLCopyEmbedCopy"
20,7b8s4Z0abQQ4x4jpct4GjR,60,Cissy Strut,0.521,0.799,0.097,0.732,175.921,0.0,0.0,0.0,0.0,
21,3kguMbJma0qhOLniGsFlKq,1,Better Man,0.395,0.746,0.0447,0.0,188.267,0.9916,0.094,0.145,0.76,"[Intro]
Yeah, this for everybody who...
Who lost someone to the streets, or to the system
I catch myself feelin' down from people talkin' 'bout me
They don't even know me though

[Verse 1]
'Round 2005, when I wrote my first rhyme
When I first started I wanted to quit so many times
My brother told me ""Trell, you ain't gotta tell no lies""
Went from the ground to my prime, now I'm on the rise
Could see the pain in my eyes but I always smile
Despite the hate, that's on my child I'll never stop
My mama asked me ""Son, how it feel to be on top?""
Always had that hustler ambition since I was a child
I drop my nuts and be a man, they don't understand
No matter what I tell my fans, they don't know who I am
They criticize me and don't know me, I don't give a damn
I tell my sons that I love 'em every time I see 'em
My family talk about me, I just act like I don't hear 'em
A nigga ever cross me, swear that I wouldn't wanna be him
I'm from the streets, put you to sleep and I won't shed a tear
So when it's beef, my niggas creep, no they won't let you live
I remember everything lil' Dave said
The image of them killin' you stuck in my head
Forever thuggin', on my brother I ain't scared
I'm screamin' ""Fuck em!"" they gon' miss me when I'm dead
I told my girl that I love her, please don't change on me
I speak the truth, bae I'm for you, I'll put a ring on it
I tell you everything, honestly 'cause you my homie
I'll put a shield over yo' back whenever it be stormin'
My love for you, I let 'em know, yeah
Me and you, we gon' grow old, yeah
You down for me, and that I know, yeah
What we don't tell, they don't know, yeah
[Chorus]
Up in these streets I done seen so many things
Swear I'm so young for to have so much pain
I ain't have nothin', I had to make it through the rain
They changed on me but man I swear that I won't change
Right now I'm workin' for to be a better man
Ain't have no father, so I had to take a stand
They ain't with me if they ain't feelin' what I'm sayin'
Get up, go get it, you don't need no helpin' hand

[Verse 2]
(How can they change?)
How can they change up on me?
So many needs so I'm workin' hard, no sleep
Yeah I'ma make it, yeah I know 'cause I believe
Could be in jail but in yo' mind you free
Right or wrong, that's yo' decision, accept it and you run with that
I'm with you then I'm with you, I won't change, it ain't none of that
I ain't gotta prove a thing, if you play me then I'm dumpin' that
Hop up in my spaceship, I'm gone, I ain't comin' back
They say ""You don't know what you got until it's gone"" and I see...
That I'm gone and I ain't comin' back
Got it on my own, I stayed strong and I got what I believed
Man I swear that I ain't comin' back
Told me that you with me and you lied to me
If you my nigga, you my nigga, you gon' ride for me
If you my girl, when it's time, you'd testify for me
I'd die for you, so in return you should die for me
[Chorus]
Up in these streets, I done seen so many things
Swear I'm so young for to have so much pain
I ain't have nothin', I had to make it through the rain
They changed on me but man I swear that I won't change
Right now I'm workin' for to be a better man
Ain't have no father, so I had to take a stand
They ain't with me if they ain't feelin' what I'm sayin'
Get up, go get it, you don't need no helpin' hand3EmbedShare URLCopyEmbedCopy"
22,0mLoTgCB8oU0sJGojRtvDu,63,Gentle On My Mind ,0.597,0.415,0.0323,0.0,108.987,0.8263,0.042,0.072,0.886,"It's knowing that your door is always open
And your path is free to walk
That makes me tend to leave my sleeping bag
Rolled up and stashed behind your couch

And it's knowing I'm not shackled
By forgotten words and bonds
And the ink stains that are dried upon some line
That keeps you in the backroads
By the rivers of my memory
That keeps you ever gentle on my mind

It's not clinging to the rocks and ivy
Planted on their columns now that bind me
Or something that somebody said
Because they thought we fit together walking

It's just knowing that the world will not be cursing
Or forgiving when I walk along some railroad track and find
That you're moving on the backroads
By the rivers of my memory
And for hours you're just gentle on my mind
Though the wheat fields and the clothes lines
And the junkyards and the highways come between us
And some other woman's cryin' to her mother
Cause she turned and I was gone
I still might run in silence, tears of joy might stain my face
And the summer sun might burn me 'til I'm blind
But not to where I cannot see you walkin' on the backroads
By the rivers flowing gentle on my mind

I dip my cup of soup back from a gurglin'
Cracklin' caldron in some train yard
My beard a-rustlin', coal pile
And a dirty hat pulled low across my face

Through cupped hands 'round the tin can
I pretend to hold you to my breast and find
That you're waiting from the backroads
By the rivers of my memories
Ever smilin' ever gentle on my mind5EmbedShare URLCopyEmbedCopy"
23,2DNXgvkyv35vTWvdgjs7qn,68,Someone New,0.443,0.533,0.0473,3.66e-06,183.791,0.9991,0.023,0.27,0.707,"[Verse 1]
Go and take this the wrong way
You knew who I was with every step that I ran to you
Only blue or black days
Electing strange perfections in any stranger I choose

[Pre-Chorus]
Would things be easier if there was a right way?
Honey, there is no right way

[Chorus]
And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

[Verse 2]
There's an art to life's distraction
To somehow escape the burning wait, the art of scraping through
Some like to imagine
The dark caress of someone else; I guess any thrill will do
[Pre-Chorus]
Would things be easier if there was a right way?
Honey, there is no right way

[Chorus]
And so I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new

[Bridge]
I wake at the first cringe of morning
And my heart's already sinned
How pure, how sweet a love, Aretha
That you would pray for him

[Chorus]
'Cause God knows I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day
[Refrain]
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better
Love with every stranger
The stranger the better

[Chorus]
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new
I fall in love just a little, oh, a little bit
Every day with someone new56EmbedShare URLCopyEmbedCopy"
24,3aSWQJcWnnqgwYbAgidvlV,65,I Can't Help Myself ,0.686,0.714,0.0287,0.0,126.736,-0.9576,0.227,0.103,0.67,"I always thought I could
Fall from a height
Land on my feet
Now I'm considering
Throwing in the towel
Admitting defeat
Just like the Four Tops
I can't help myself
I can't help myself
I can't help myself
I can't help myself

Nothing worth finding
Is easily found
Try as one might
That was supposed to sound
Very profound
It probably sounds trite
Just like the Four Tops
I can't help myself
I can't help myself
I can't help myself
I can't help myself
Myself myself myself

Just like the Four Tops
I can't help myself
I can't help myself
I can't help myself
I can't help myself
I can't help myself
I can't help myself
I felt I had to tell the world
About you
I felt I had to tell the world
About you
Yes I felt I had to tell the world
Tell the world
Tell the world
I can't help myself
Tell the world
Tell the world
Tell the world about you, baby
I can't help myself
Tell the world
Tell the world
C'mon c'mon c'mon
C'mon c'mon c'mon
I can't help myself
I can't help myself
Tell the world
Tell the world
I can't help myself

[Saxomophone]EmbedShare URLCopyEmbedCopy"
25,51KKQAgYFoJHgVIuJWHdHb,67,Graceland,0.732,0.705,0.0349,0.00068,117.925,0.6858,0.08,0.082,0.838,"[Verse 1]
The Mississippi Delta
Was shining like a National guitar
I am following the river down the highway
Through the cradle of the Civil War

[Chorus]
I'm going to Graceland, Graceland
Memphis, Tennessee, I'm going to Graceland
Poor boys and pilgrims with families
And we are going to Graceland
My traveling companion is nine years old
He is the child of my first marriage
But I've reason to believe
We both will be received in Graceland

[Verse 2]
She comes back to tell me she's gone
As if I didn't know that
As if I didn't know my own bed
As if I'd never noticed
The way she brushed her hair from her forehead
And she said losing love
Is like a window in your heart
Everybody sees you're blown apart
Everybody sees the wind blow
[Chorus]
I'm going to Graceland
Memphis, Tennessee, I'm going to Graceland
Poor boys and pilgrims with families
And we are going to Graceland

And my traveling companions are ghosts and empty sockets
I'm looking at ghosts and empties
But I've reason to believe
We all will be received in Graceland

[Verse 2]
There is a girl in New York City
Who calls herself the human trampoline
And sometimes when I'm falling, flying
Or tumbling in turmoil I say
""Whoa, so this is what she means""
She means we're bouncing into Graceland
And I see losing love
Is like a window in your heart
Well, everybody sees you're blown apart
Everybody feels the wind blow

[Chorus]
Ooh
In Graceland, Graceland
I'm going to Graceland
For reasons I cannot explain
There's some part of me wants to see Graceland
And I may be obliged to defend
Every love, every ending
Or maybe there's no obligations now
Maybe I've a reason to believe
We all will be received in Graceland
[Break]
(Ooh)

[Chorus]
Woah
In Graceland, Graceland, Graceland
I'm going to Graceland

[Instrumental fade-out]9EmbedShare URLCopyEmbedCopy"
